pg_id,title,author,year,fictionality,language,pages
9425,"The mayor of Casterbridge. [by] Thomas Hardy: edited, with introduction and notes, by Ernest F. Amy.","Hardy, Thomas, 1840-1928.",1933,0,eng,
8808,A narrative of the voyages round the world performed by Captain James Cook with an account of his life during the previous and intervening periods / by A. Kippis.,"Kippis, Andrew, 1725-1795",1889,0,eng,
49320,Cadet days : a story of West Point / by Captain Charles King.,"King, Charles, 1844-1933.",1899,0,eng,293.0
20679,The heavenly life.,"Allen, James, 1864-1912.",1937,0,eng,91.0
61672,Handbook for light artillery. By A. B. Dyer.,"Dyer, A. B. 1852-1920.",1900,0,eng,
39017,"Eight lectures on theoretical physics, delivered at Columbia university in 1909, by Max Planck; tr. by A. P. Wills.","Planck, Max, 1858-1947.",1915,0,eng,130.0
8630,The adventure of the blue carbuncle; with an introd. by Christopher Morley. Ed. and with a bibliographical note by Edgar W. Smith.,"Doyle, Arthur Conan, Sir, 1859-1930.",1948,1,eng,64.0
39431,"Young folks' bible the sweet stories of God's word in the language of childhood, designed to impress the mind and heart of the youngest readers and kindle a genuine love for the book of books : containing a graphic account of a journey through Bible lands with note book and camera in the year 1894 ... / by Josephine Pollard ; edited, greatly enlarged, revised and reillustrated by James W. Lee and Robert E. M. Bain.","Pollard, Josephine, 1834-1892.",1894,0,eng,
5343,Rainbow valley / by L.M. Montgomery.,"Montgomery, L. M. 1874-1942.",1919,1,eng,341.0
26585,"Perpetual peace, a philosophic essay by Immanuel Kant, published in 1795; tr. by Benjamin F. Trueblood, LL. D.","Kant, Immanuel, 1724-1804.",1897,0,eng,53.0
29780,Theorie der Abelschen Funktionen / Von A. Clebsch und P. Gordan. Neudruck.,"Clebsch, Alfred, 1833-1872.",1967,0,ger,333.0
74527,Idylls of the Bible.,"Harper, Frances Ellen Watkins, 1825-1911.",1901,0,eng,64.0
55475,Captain John Smith; by A. G. Bradley.,"Bradley, A. G. 1850-1943.",1909,0,eng,226.0
52291,"Om medeltidens skådespel och deras fortgång till sednare tider, med särskildt fästadt afseende vid Finlands äldste dramatiske författare Jakob Pehrsson Chronander. Af Gustaf Edvard Ingelius.","Ingelius, Gustav Edvard.",1861,0,fin,179.0
3875,"Memoirs of Louis XIV and his court and of the regency, by the Duke of Saint-Simon ... with a special introduction ....","Saint-Simon, Louis de Rouvroy, duc de, 1675-1755.",1910,0,eng,
28514,"The prairie child, by Arthur Stringer, illustrated by E. F. Ward.","Stringer, Arthur, 1874-1950.",1922,1,eng,
25596,The keepers of the trail : a story of the great woods / by Joseph A. Altsheler ... ; illustrated by D. C. Hutchison.,"Altsheler, Joseph A. 1862-1919.",1916,1,eng,323.0
40694,Les philosophes et les écrivains religieux.,"Barbey d'Aurevilly, J. 1808-1889.",1887,0,fre,
21437,"North of Boston, by Robert Frost ...","Frost, Robert, 1874-1963.",1915,0,eng,137.0
14762,Now or never; a bold new program for outdoor recreation.,New York (State). Conservation Dept.,1960,0,eng,24.0
25156,An introduction to nonassociative algebras [by] Richard D. Schafer.,"Schafer, Richard D. 1918-2014.",1966,0,eng,
23707,"The ideal bartender, by Tom Bullock.","Bullock, Thomas.",1917,0,eng,53.0
5974,"Thomas Wingfold, curate / by George Macdonald.","MacDonald, George, 1824-1905.",1884,1,eng,666.0
48394,An account of the insects noxious to agriculture and plants in New Zealand. The scale-insects (Coccididae),"Maskell, William Miles, 1840-1898.",1887,0,eng,116.0
9359,Under Western eyes : a novel / by Joseph Conrad.,"Conrad, Joseph, 1857-1924",1911,1,eng,377.0
9516,The works of Edgar Allen Poe.,"Poe, Edgar Allan, 1809-1849",1910,1,eng,
23706,Greenmantle / by John Buchan.,"Buchan, John, 1875-1940.",1916,0,eng,376.0
9690,Child's history of England / by Charles Dickens.,"Dickens, Charles, 1812-1870.",1899,0,eng,393.0
21145,Leonce und Lena : ein Lustspiel : mit Materialien / Georg Büchner ; ausgewählt und eingeleitet von Annegrit Brunkhorst-Hasenclever.,"Büchner, Georg, 1813-1837.",1982,0,ger,
16558,From the ranks : a novel / by Charles King.,"King, Charles, 1844-1933.",1887,1,eng,
26245,The history of the Peloponnesian war [by] Thucydides.,Thucydides.,1933,0,eng,614.0
40074,"A dictionary of Cebuano Visayan, compiled by John U. Wolff.","Wolff, John U.",1972,0,eng,1164.0
52118,"Der Wanderer zwischen beiden Welten; ein Kriegserlebnis, von Walter Flex.","Flex, Walter, 1887-1917.",1918,0,ger,
10538,Hyacinth / by George A. Birmingham.,"Birmingham, George A., 1865-1950.",1906,1,eng,316.0
900,History of the decline and fall of the Roman Empire / by Edward Gibbon ; with note by H. H. Gilman ; to which is added a complete index of the whole work.,"Gibbon, Edward, 1737-1794.",1875,0,eng,
40904,"The mystery of the Pinckney draught, by Charles C. Nott ...","Nott, Charles C.",1908,0,eng,5.0
59110,"Debs : his life, writings and speeches : with a department of appreciations","Debs, Eugene V. 1855-1926",1908,0,eng,515.0
8807,Cuba in war time / by Richard Harding Davis. Illustrated by Frederic Remington.,"Davis, Richard Harding, 1864-1916.",1897,0,eng,23.0
21256,"Travels through the south of France and in the interior of the provinces of Provence and Languedoc, in the years 1807 and 1808, by a route never before performed, being along the banks of the Loire, the Isere, and the Garonne through the greater part of their course. Made by permission of the French Government. By Lieutenant-Colonel Pinkney ...","Pinkney, Ninian, 1776-l825.",1814,0,eng,
26264,"The return of the narrative,","Hardy, Thomas, 1840-1928.",1927,0,eng,
31291,The wisdom of Robert Louis Stevenson / collected and arranged from his writings.,"Stevenson, Robert Louis, 1850-1894.",1920,0,eng,274.0
60357,Drei Monate Fabrikarbeiter und Handwerksbursche : Sozialreportage e. Pfarrers um d. Jahrhundertwende / Paul Göhre ; mit e. Vorw. u. e. Kommentar neu hrsg. von Joachim Brenning u. Christian Gremmels.,"Göhre, Paul, 1864-1928.",1978,0,ger,
68905,A brazileira de Prazins; scenas do Minho.,"Castelo Branco, Camilo, 1825-1890.",1890,0,por,223.0
19791,Struwwelpeter : fearful stories and vile pictures to instruct good little folks / stories by Heinrich Hoffmann ; illustrations by Sarita Vendetta ; introduction by Jack Zipes.,"Hoffmann, Heinrich, 1809-1894.",1999,0,eng,
38769,"A course of pure mathematics, by G.H. Hardy.","Hardy, G. H. 1877-1947.",1921,0,eng,444.0
35348,"A duet, with an occasional chorus / by A. Conan Doyle, author of Uncle Bernac, A Memory of the empire, Rodney Stone, the exploits of Brigadier Gerard, the Stark Munro letter, Round the red lamp, etc.","Doyle, Arthur Conan, 1859-1930.",1916,1,eng,336.0
26247,Strange case of Dr. Jekyll and Mr. Hyde ; The merry men and other tales and fables / by Robert Louis Stevenson. --,"Stevenson, Robert Louis, 1850-1894.",1910,0,eng,
22442,The four million ; The voice of the city / O. Henry [i.e. W. S. Porter].,"Henry, O., 1862-1910",1908,0,eng,228.0
21185,Woyzeck; Fassungen und Wandlungen.,"Buch, Wilfried.",1970,0,ger,72.0
9145,White Fang / by Jack London.,"London, Jack, 1876-1916.",1915,1,eng,327.0
56182,Die Religion innerhalb der Grenzen der blossen Vernunft / Immanuel Kant ; herausgegeben und mit einer Einleitung sowie einem Personen - und Sachregister versehen von Karl Vorlander.,"Kant, Immanuel, 1724-1804.",1919,0,ger,260.0
25582,"Daughters of the Puritans; a group of brief biographies, by Seth Curtis Beach.","Beach, Seth Curtis, 1837-1932.",1907,0,eng,4.0
45505,"The mission to Siam, and Hué, the capital of Cochin China, in the years 1821-2.","Finlayson, George, 1790-1823.",1826,0,eng,2.0
33294,On the heights; a novel. Translated by Simon Adler Stern.,"Auerbach, Berthold, 1812-1882.",1875,0,eng,
34060,Prisoners of poverty abroad / by Helen Campbell.,"Campbell, Helen, 1839-1918.",1890,0,eng,248.0
20598,Buccaneers and pirates of our coasts [by] Frank R. Stockton.,"Stockton, Frank R., 1834-1902",1926,0,eng,
51411,"The campaign in Russian Poland, by Percy Cross Standing.","Standing, Percy Cross.",1914,0,eng,
45699,The last American frontier.,"Paxson, Frederic L. 1877-1948.",1911,0,eng,402.0
19506,A Connecticut Yankee in King Arthur's court by Mark Twain (pseud.),"Twain, Mark, 1835-1910.",1917,1,eng,450.0
14668,McGuffey's third eclectic reader.,"McGuffey, William Holmes, 1800-1873.",1896,0,eng,
44395,At the court of Amîr : a narrative / by John Alfred Gray.,"Gray, John Alfred.",1895,0,eng,523.0
31045,"Frondes agrestes : readings in 'Modern painters', chosen at her pleasure, by the author's friend, the younger lady of the Thwaite, Coniston.","Ruskin, John, 1819-1900",1896,0,eng,
14270,"Panayam ng tatlong binata, tinula ni Cleto R. Ignacio.","Ignacio, Cleto R.",1921,0,tgl,40.0
73639,"History for ready reference... : companion volume, Appendices / by J.N. Larned.","Larned, J. N. 1836-1913.",1913,0,eng,264.0
17224,"Chance and luck: a discussion of the laws of luck, coincidences, wagers, lotteries, and the fallacies of gambling; with notes on poker and martingales. By Richard A. Proctor ...","Proctor, Richard A. 1837-1888.",1887,0,eng,263.0
20971,"Les fables de La Fontaine,","La Fontaine, Jean de, 1621-1695.",1940,0,fre,
23082,The consolation of philosophy.,"Boethius, -524.",1902,0,eng,2.0
21900,"The principles of breeding: or, Glimpses at the physiological laws connected with the reproduction of domestic animals. By S. L. Goodale.","Goodale, S. L. 1815-1897.",1861,0,eng,
47460,Practical skunk raising. A book of information concerning the raising of skunks for profit.,"Pratt, William Edwin. [from old catalog]",1915,0,eng,
57869,L'Orlando innamorato / Boiardo ; con prefazione di Pio Rajna.,"Boiardo, Matteo Maria, 1440 or 41-1494.",1914,0,ita,
71897,"The new Larned History for ready reference, reading and research; the actual words of the world's best historians, biographers and specialists: a complete system of history for all uses, extending to all countries and subjects and representing the better and newer literature of history; the work of J.N. Larned.","Larned, J. N. 1836-1913.",1924,0,eng,
15904,"The Rover boys on the ocean : or, A chase for a fortune / by Arthur M. Winfield [pseud.] ...","Stratemeyer, Edward, 1862-1930.",1899,1,eng,
54569,Jane Austen and her country-house comedy / by W. H. Helm.,"Helm, W. H. 1860-1936.",1910,0,eng,
51454,John Bunyan and the Gipsies / By James Simson.,"Simson, James, 1826-",1882,0,eng,
64125,"Joe Leslie's wife; or, A skeleton in the closet, by Alexander Robertson.","Robertson, Alexander.",1899,1,eng,278.0
30825,"The camp fire girls' on Ellen's Isle : or, The trail of the seven cedars / by Hildegard G. Frey.","Frey, Hildegarde Gertrude, 1891-",1917,1,eng,261.0
8622,The new revelation;,"Kenison, Nehemiah, 1824- [from old catalog]",1879,0,eng,40.0
9283,Artemis to Actaeon and other verse / by Edith Wharton.,"Wharton, Edith, 1862-1937.",1909,0,eng,
41568,An introduction to mathematics [by] Bevan K. Youse.,"Youse, Bevan K.",1974,0,eng,62.0
42849,Storia della guerra dell'independenza degli Stati Uniti d'America.,"Botta, Carlo, 1766-1837.",1850,0,ita,
8628,The adventure of the blue carbuncle; with an introd. by Christopher Morley. Ed. and with a bibliographical note by Edgar W. Smith.,"Doyle, Arthur Conan, Sir, 1859-1930.",1948,1,eng,64.0
6071,"The Rover boys Down East : or, The struggle for the Stanhope fortune / by Arthur M. Winfield [pseud.]","Stratemeyer, Edward, 1862-1930.",1911,1,eng,288.0
17901,The smiling hill-top and other California sketches. Illustrated by Carleton M.Winslow.,"Sloane, Julia M.",1925,0,eng,
60551,The comédie humaine.,"Balzac, Honoré de, 1799-1850.",1900,1,eng,
50280,Latin phrasebook / C. Meissner ; translated by H.W. Auden.,"Meissner, Carl, 1830-",1998,0,eng,338.0
21145,Leonce and Lena  : a comedy / by Georg Büchner ; translated by Hedwig Rappolt.,"Büchner, Georg, 1813-1837.",1983,0,eng,62.0
9704,Doctor Marigold : a story / by Charles Dickens ; with drawings by Robin Jacques.,"Dickens, Charles, 1812-1870.",1945,1,eng,48.0
65306,"The new Larned History for ready reference, reading and research; the actual words of the world's best historians, biographers and specialists: a complete system of history for all uses, extending to all countries and subjects and representing the better and newer literature of history; the work of J.N. Larned.","Larned, J. N. 1836-1913.",1924,0,eng,
41400,"Miss Eden's letters, edited by her great-niece Violet Dickinson.","Eden, Emily, 1797-1869.",1919,0,eng,414.0
19515,"A princess of Mars, by Edgar Rice Burroughs, illustrated by Frank E. Schoonover.","Burroughs, Edgar Rice, 1875-1950.",1917,0,eng,
15078,"Idle hour stories, by Eugenia Dunlap Potts ...","Potts, Eugenia Dunlap.",1909,0,eng,
60357,Drei Monate Fabrikarbeiter und Handwerksbursche. Eine praktische Studie von Paul Göhre.,"Göhre, Paul, 1864-",1891,0,ger,
41602,Outline studies in the Old Testament for Bible teachers / By Jesse L. Hurlbut.,"Hurlbut, Jesse Lyman, 1843-1930.",1905,0,eng,109.0
1630,Little novels / by Wilkie Collins.,"Collins, Wilkie, 1824-1889.",1887,1,eng,318.0
22450,My Mark Twain : reminiscences and criticisms. Edited and with an introd. by Marilyn Austin Baldwin.,"Howells, William Dean, 1837-1920.",1967,0,eng,189.0
20050,Die Märchen der Brüder Grimm : Kinder- und Hausmärchen,"Grimm, Jacob, 1785-1863",1959,0,ger,594.0
17242,La tombe de fer.,"Conscience, Hendrik, 1812-1883.",1875,0,fre,
9683,Journal of the plague year / by Daniel Defoe.  With a foreword by J. H. Plum.,"Defoe, Daniel, 1661?-1731.",1960,0,eng,240.0
21522,The annotated Innocence of Father Brown : the innocence of Father Brown / by G.K. Chesterton ; with an introduction and notes by Martin Gardner.,"Chesterton, G. K. 1874-1936.",1987,0,eng,
19736,"Six little Bunkers at Grandpa Ford's, by Laura Lee Hope ..","Hope, Laura Lee.",1918,1,eng,248.0
38707,"Wackenroders ""Herzensergiessungen eines kunstliebenden klosterbruders"" in ihrem verhältnis zu Vasari : eine literarhistorische untersuchung.","Dessauer, Ernst.",1907,0,ger,
23717,Jabberwocky :  from Through the looking glass / Lewis Carroll ; illustrated by Graeme Base.,"Carroll, Lewis, 1832-1898.",1987,0,eng,29.0
19580,"An international episode / by Henry James, Jr. ; illustrated from drawings by Harry W. MvVickar.","James, Henry, 1843-1916.",1892,0,eng,160.0
52247,A man from the North.,"Bennett, Arnold, 1867-1931.",1920,0,eng,187.0
55065,"American thumb-prints; mettle of our men and women, by Kate Stephens.","Stephens, Kate, 1853-1938.",1905,0,eng,343.0
19789,Der kleine Häwelmann : ein Kindermärchen : Wenn die Äpfel reif sind / Theodor Storm.,"Storm, Theodor, 1817-1888.",1921,1,ger,28.0
74581,Left with a trust ; The cousins / by Emma Leslie.,"Hellis, Nellie.",1890,0,eng,159.0
14668,McGuffey's new eclectic reader : selected and original exercises for schools / By Wm. H. McGuffey.,"McGuffey, William Holmes, 1800-1873.",1866,0,eng,
13144,"Medieval people,","Power, Eileen, 1889-1940",1935,0,eng,216.0
55702,"Day by day with the Russian army, 1914-15 / by Bernard Pares, official British observer with the Russian armies in the field. With maps.","Pares, Bernard, Sir, 1867-1949.",1915,0,eng,287.0
20273,The history of England from accession of James II. / By Thomas Babington Macaulay.,"Macaulay, Thomas Babington Macaulay, Baron, 1800-1859.",1856,0,eng,
9512,"Works of Edgar Allan Poe : sixty-seven tales, one complete novel and thirty-one poems.","Poe, Edgar Allan, 1809-1849.",1990,1,eng,
63139,"Fratris Felicis Fabri Evagatorium in Terræ sanctæ, Arabiæ et Egypti peregrinationem, Edidit Cunradus Dieterien Hassler ...","Fabri, Felix, 1441 or 1442-1502.",1849,0,lat,
9693,American notes : and The uncommercial traveler / By Charles Dickens.,"Dickens, Charles, 1812-1870.",1859,0,eng,3.0
56578,"The writings of Thomas Jefferson : being his autobiography, correspondence, reports, messages, addresses, and other writings, official and private : published by the order of the Joint Committee of Congress on the Library, from the original manuscripts, deposited in the Department of State / with explanatory notes, by the editor, H.A. Washington.","Jefferson, Thomas, 1743-1826.",1854,0,eng,
26262,Utility of quaternions in physics.,"McAulay, Alexander.",1893,0,eng,107.0
20051,"Märchenschatz der Brüder Grimm / mit vielen bunten Bildern aus den ""Münchener Bilderbogen;"" gesammelt und herausgegeben von René Rilz.","Grimm, Jacob, 1785-1863.",1978,1,ger,128.0
59662,"The coal measures Amphibia of North America, by Roy Lee Moodie ...","Moodie, Roy Lee, 1880-1934.",1916,0,eng,222.0
9015,"The curious republic of Gondour, and other whimsical sketches, by Samuel L. Clemens.","Clemens, Samuel Langhorne, 1835-1910.",1969,0,eng,140.0
22950,An Englishwoman's love-letters.,"Housman, Laurence, 1865-1959.",1950,0,eng,288.0
8624,The adventures of Sherlock Holmes : the 48% solution / by Michael Carter,"Carter, Michael, 1950-",1988,0,eng,6.0
36892,A cabinet secret / by Guy Boothby ; with illustrations by A. Wallis Mills.,"Boothby, Guy Newell, 1867-1905.",1901,1,eng,329.0
73996,"Stellar atmospheres : theory and observations : lectures held at the Astrophysics School IX, organized by the European Astrophysics Doctoral Network (EADN) in Brussels, Belgium, 10-19 September 1996 / J.P. De Greve, R. Blomme, H. Hensberge, eds.","Astrophysics School 1996 : Brussels, Belgium)",1997,0,eng,352.0
40851,"Abridgment of the Debates of Congress, from 1789 to 1856. From Gales and Seatons' Annals of Congress; from their Register of debates; and from the official reported debates, by John C. Rives. By the author of the Thirty years' view [Thomas Hart Benton] ...",United States. Congress.,1860,0,eng,
21586,The sign of the four / by A. Conan Doyle.,"Doyle, Arthur Conan, 1859-1930.",1905,1,eng,189.0
26582,"Michael O'Halloran, by Gene Stratton-Porter; illustrated by Frances Rogers.","Stratton-Porter, Gene, 1863-1924.",1916,0,eng,6.0
9742,"The wreck of the Golden Mary, by Charles Dickens and Wilkie Collins. With illus. by John Dugan and an introd. by Herbert van Thal.","Dickens, Charles, 1812-1870.",1956,0,eng,158.0
22978,The essays of Francis Bacon; with an introduction by George E. Woodberry.,"Bacon, Francis, 1561-1626",1900,0,eng,
42684,Sott'acqua,"Rovetta, Gerolamo, 1854-1910.",1909,0,ita,1.0
26265,Rilla of Ingleside / L. M. Montgomery.,"Montgomery, L. M. 1874-1942.",1973,1,eng,285.0
9033,"Sketches new and old, by Mark Twain [pseud.]","Twain, Mark, 1835-1910.",1917,1,eng,5.0
69831,A history of the mathematical theories of attraction and the figure of the earth from the time of Newton to that of Laplace. By I. Todhunter ...,"Todhunter, I. 1820-1884.",1873,0,eng,
21928,Light freights.,"Jacobs, W. W. 1863-1943.",1905,0,eng,
8986,"From the earth to the moon, and Round the moon.","Verne, Jules, 1828-1905",1889,0,eng,158.0
1483,"Forty centuries of ink; or, A chronological narrative concerning ink and its backgrounds, introducing incidental observations and deductions, parallels of time and color phenomena, bibliography, chemistry, poetical effusions, citations, anecdotes and curiosa together with some evidence respecting the evanescent character of most inks of to-day and an epitome of chemico-legal ink. By David N. Carvalho.","Carvalho, David Nunes, 1848-1925.",1904,0,eng,374.0
26839,"Mathematical recreations & essays, rev. by H. S. M. Coxeter.","Ball, W. W. Rouse 1850-1925.",1962,0,eng,
67940,Œuvres complètes de Guy de Maupassant ...,"Maupassant, Guy de, 1850-1893.",1932,0,fre,
21589,"Rime of the ancient mariner, and Christabel.","Coleridge, Samuel Taylor, 1772-1834.",1909,0,eng,
72168,"The letters of William Hazlitt / edited by Herschel Moreland Sikes, assisted by Willard Hallam Bonner and Gerald Lahey.","Hazlitt, William, 1778-1830.",1978,0,eng,399.0
21152,"On loving God, and selections from sermons / by St. Bernard of Clairvaux ; edited by Hugh Martin.","Bernard, of Clairvaux, Saint, 1090 or 91-1153.",1981,0,eng,125.0
8983,A journey to the center of the earth / Jules Verne ; illustrations by Lars Hokanson ; afterword by James Hynes.,"Verne, Jules, 1828-1905.",1992,1,eng,280.0
69262,"History for ready reference... : companion volume, Appendices / by J.N. Larned.","Larned, J. N. 1836-1913.",1913,0,eng,264.0
64478,Engelsch woordenboek. Deel II.,"Bruggencate, K. ten 1849-",1918,0,dut,
58540,London films & certain delightful English towns / [by] W. D. Howells.,"Howells, William Dean, 1837-1920.",1911,0,eng,5.0
36102,"A princess of Mars, by Edgar Rice Burroughs, illustrated by Frank E. Schoonover.","Burroughs, Edgar Rice, 1875-1950.",1917,0,eng,
2821,Story of the Gadsbys ...,"Kipling, Rudyard, 1865-1936.",1890,0,eng,
9281,The hermit and the wild woman : and other stories ; Ethan Frome / by Edith Wharton.,"Wharton, Edith, 1862-1937",1914,1,eng,421.0
9702,Old curiosity shop : reprinted pieces / Charles Dickens,"Dickens, Charles, 1812-1870",1900,1,eng,
21180,The romance of Tristan and Iseult / retold by J. Bédier ; translated into English by H. Belloc.,"Bédier, Joseph, 1864-1938",1904,0,eng,133.0
19576,Anne of Green gables / L. M. Montgomery.,"Montgomery, L. M. 1874-1942.",1976,1,eng,309.0
17401,"The time machine, an invention, by H. G. Wells.","Wells, H. G. 1866-1946.",1895,1,eng,216.0
19770,"Spherical trigonometry, for the use of colleges and schools.  With numerous examples.","Todhunter, I. 1820-1884.",1886,0,eng,
74322,History of the Protestants of France : from the commencement of the Reformation to the present time / by G. De Felice ; translated by the 2d rev. and corr. ed. by Philip Edw. Barnes.,"Félice, G. de 1803-1871.",1853,0,eng,519.0
6800,"The dramas of Frederick Schiller: Don Carlos--Mary Stuart--The maid of Orleans--The bride of Messina; tr. by R. D. Boylan, Joseph Mellish, Anna Swanwick, and A. Lodge.","Schiller, Friedrich, 1759-1805.",1910,0,eng,523.0
12919,"A Texas matchmaker, by Andy Adams ... illustrated by E. Boyd Smith.","Adams, Andy, 1859-1935.",1904,0,eng,5.0
28940,"Stalky & cie; roman, tr. Paul Bettelheim et Rodolphe Thomas.","Kipling, Rudyard, 1865-1936.",1907,1,fre,
31615,Chicago's black traffic in white girls / by Jean Turner-Zimmermann.,"Turner-Zimmermann, Jean.",1911,0,eng,64.0
9026,"The innocents abroad or, The new Pilgrim's progress / by Mark Twain.","Twain, Mark, 1835-1910.",1895,0,eng,
5050,State of the Union address / President Carter.,United States. President (1977-1981 : Carter),1980,0,eng,3.0
5815,The great impersonation / by E. Phillips Oppenheim.,"Oppenheim, E. Phillips 1866-1946.",1950,1,eng,322.0
26265,"Rilla of Ingelside, by L. M. Montgomery with frontispiece in colour by M. L. Kirk.","Montgomery, L. M. 1874-1942.",1921,1,eng,370.0
74445,"The Eton college hunt : a short history of beagling at Eton / by A.C. Crossley, illustrated by J. Robertson; with contributions on hare-hunting by Colonel Robertson-Aikman, Major Fisher, Mr. G.H. Longman, Mr. Howard-Vyse and others.","Crossley, A. C.",1922,0,eng,125.0
21798,Winnetou II : Reiseerzählung / von Karl May.,"May, Karl Friedrich, 1842-1912.",1982,0,ger,630.0
8610,"Howard Pyle's Book of pirates : fiction, fact & fancy concerning the buccaneers & marooners of the Spanish Main / from the writing & pictures of Howard Pyle ; compiled by Merle Johnson.","Pyle, Howard, 1853-1911.",1921,1,eng,246.0
28838,The getting of wisdom.,"Richardson, Henry Handel, 1870-1946",1931,0,eng,
70427,"History for ready reference... : companion volume, Appendices / by J.N. Larned.","Larned, J. N. 1836-1913.",1913,0,eng,264.0
6800,Works of Frederick Schiller / translated from the German [by A. J. W. Morrison ... et al.],"Schiller, Friedrich, 1759-1805.",1899,0,eng,
23705,"Seven wives and seven prisons; or, Experiences in the life of a matrimonial monomaniac. A true story, written by himself.","Abbott, L. A., b. 1813.",1870,0,eng,
22440,"The gift of the Magi : based on the story by O. Henry / Lillian Butovsky, Cheryl Creatore.","Butovsky, Lillian.",1980,0,eng,58.0
28739,"Familiar letters on chemistry, and its relation to commerce, physiology, and agriculture. By Justus Liebig ... Ed. by John Gardner ...","Liebig, Justus, Freiherr von, 1803-1873.",1856,0,eng,180.0
9732,Barnabé Rudge : roman anglais / par Ch. Dickens ; traduit avec l'autorisation de l'auteur sous la direction de P. Lorain.,"Dickens, Charles, 1812-1870.",1864,0,fre,
51217,"Footprints of the red men. Indian geographical names in the valley of Hudson's river, the valley of the Mohawk, and on the Delaware: their location and the probable meaning of some of them. By E.M. Ruttenber ... Published under the auspices of the New York state historical association.","Ruttenber, Edward Manning, 1825-1907.",1906,0,eng,241.0
9705,The mystery of Edwin Drood / Charles Dickens ; with illustrations by Sir Luke Fildes.,"Dickens, Charles, 1812-1870.",1940,1,eng,335.0
9540,The book of snobs etc. / edited by Walter Jerrold ; with illustrations by Charles E. Brock.,"Thackeray, William Makepeace, 1811-1863.",1903,1,eng,451.0
26839,"Mathematical recreations and essays, by W. W. Rouse Ball.","Ball, W. W. Rouse 1850-1925.",1922,0,eng,
21016,"Essays on the theory of numbers, I. Continuity and irrational numbers. II. The nature and meaning of numbers. By Richard Dedekind. Authorized translation by Wooster Woodruff Beman.","Dedekind, Richard, 1831-1916.",1948,0,eng,
9674,"The lifted veil, and Brother Jacob.","Eliot, George, 1819-1880",1878,0,eng,240.0
2412,The categories : and On interpretation / Aristotle ; translated by Harold P. Cook ; Prior analytics translated by Hugh Tredennick.,Aristotle,1962,0,eng,
9340,The arrow of gold; a story between two notes.,"Conrad, Joseph, 1857-1924.",1965,1,eng,
58540,Certain delightful English towns; with glimpses of the pleasant country between [by] W. D. Howells.,"Howells, William Dean, 1837-1920.",1906,0,eng,
74557,Das kreuz im Venn; roman von C. Viebig.,"Viebig, Clara, 1860-1952.",1905,1,ger,491.0
24688,"The making of a trade school, by Mary Schenck Woolman.","Woolman, Mary Schenck, 1860-",1910,0,eng,101.0
20971,"Fables de J. la Fontaine, suivies de Philémon et Baucis et des Filles de Minée, précédées de La vie d'Ésope et d'une préface par La Fontaine.","La Fontaine, Jean de, 1621-1695.",1872,0,fre,464.0
22946,"The indiscreet letter, by Eleanor Hallowell Abbott.","Abbott, Eleanor Hallowell, b. 1872.",1915,1,eng,81.0
19508,"A modest proposal, a modist prepozel / Jonathan Swift, Mary Ellen Carroll.","Swift, Jonathan, 1667-1745.",1994,0,eng,
26467,Some merry adventures of Robin Hood : of great renown in Nottinghamshire / written and illustrated by Howard Pyle.,"Pyle, Howard, 1853-1911.",1911,0,eng,
28448,"The Radio girls of Roselawn, or, A strange message from the air / by Margaret Penrose.","Penrose, Margaret.",1922,1,eng,202.0
46151,"India under British rule from the foundation of the East India Company, by J. Talboys Wheeler.","Wheeler, James Talboys, 1824-1897.",1886,0,eng,312.0
7435,"Springhaven; a tale of the Great War, by R.D. Blackmore. Illustrated by Alfred Parsons and F. Barnard.","Blackmore, R. D. 1825-1900.",1888,1,eng,512.0
14668,McGuffey's Eclectic readers : primer through the sixth.,"McGuffey, Alexander H. 1816-1896.",1990,0,eng,
37839,"My experiences in Manipur and the Naga hills, by the late Major-General Sir James Johnstone, K. C. S. I.  With an introductory memoir.","Johnstone, James, Sir, 1841-1895.",1896,0,eng,286.0
66901,"Ancient Rome and modern America; a comparative study of morals and manners, by Guglielmo Ferrero ...","Ferrero, Guglielmo, 1871-1942.",1914,0,eng,352.0
57869,Orlando innamorato / Matteo Maria Boiardo ; a cura di Giuseppe Anceschi.,"Boiardo, Matteo Maria, 1440 or 1441-1494",1978,0,ita,
8205,"Origin of species, by Charles Darwin ...","Darwin, Charles, 1809-1882.",1902,0,eng,
74555,"The rhyme and reason of country life: or, Selections from fields old and new / By the author of ""Rural hours"".","Cooper, Susan Fenimore, 1813-1894,",1855,0,eng,
7825,"Geometrical solutions derived from mechanics, a treatise of Archimedes, recently discovered and tr. from the Greek, by Dr. J. L. Heiberg. With an introduction by David Eugene Smith. English version tr. from the German, by Lydia G. Robinson.",Archimedes.,1942,0,eng,
69262,"The new Larned History for ready reference, reading and research; the actual words of the world's best historians, biographers and specialists: a complete system of history for all uses, extending to all countries and subjects and representing the better and newer literature of history; the work of J.N. Larned.","Larned, J. N. 1836-1913.",1924,0,eng,
9516,The poems of Edgar Allan Poe / illustrated and decorated by W. Heath Robinson,"Poe, Edgar Allan, 1809-1849",1970,0,eng,225.0
8625,The sign of the four / by A. Conan Doyle.,"Doyle, Arthur Conan, 1859-1930.",1905,1,eng,189.0
9730,"The pic nic papers / by various hands, edited by Charles Dickens.","Dickens, Charles, 1812-1870.",1841,1,eng,367.0
