pg_id,title,author,year,fictionality,language,pages
65306,"History for ready reference... : companion volume, Appendices / by J.N. Larned.","Larned, J. N. 1836-1913.",1913,0,eng,264.0
19573,"Alice's Abenteuer im Wunderland, vom Lewis Carroll [pseud.] Autorisierte Ausgabe aus dem Englischen. Mit 8 Vollbilden und zahlreichen Text-Illustrationen von John Tenniel.","Carroll, Lewis, 1832-1898.",1901,1,ger,4.0
35716,Ricordi di un garibaldino dal 1847-48 al 1900 / A. Elia.,"Elia, Augusto, 1829-1919.",1904,0,ita,
9529,"The history of Samuel Titmarsh and the great Hoggarty diamond. A little dinner at Timmins's, and Notes of a journey from Cornhill to Grand Cairo, by William Makepeace Thackeray; with illustrations by the author, J. P. Atkinson, and W. J. Webb.","Thackeray, William Makepeace, 1811-1863.",1879,1,eng,336.0
20670,"The Founder of New France; a chronicle of Champlain, by Charles W. Colby.","Colby, Charles W. 1867-1955.",1922,0,eng,2.0
6800,"The works of Friederick Schiller : historical dramas, etc.","Schiller, Friedrich, 1759-1805.",1883,0,eng,516.0
9290,The touchstone / By Edith Wharton.,"Wharton, Edith, 1862-1937.",1923,0,eng,122.0
45868,"Buffon's Natural history : containing a theory of the Earth, a general history of man, of the brute creation, and of vegetables, minerals, & c, & c / from the French ; with notes by the translator.","Buffon, Georges Louis Leclerc, comte de, 1707-1788.",1815,0,eng,
8988,Master of the world.,"O'Neal, Cothburn.",1952,1,eng,405.0
37192,"Obras completas de Luis de Camões, correctas e emendadas pelo cuidado e diligencia de J.V. Barreto Feio e J.G. Monteiro ...","Camões, Luís de, 1524?-1580.",1834,0,por,
23709,"The Burgess animal book for children, by Thornton W. Burgess, with illustrations by Louis Agassiz Fuertes.","Burgess, Thornton W. 1874-1965.",1920,0,eng,363.0
25150,"The young bank messenger, by Horatio Alger, Jr.","Alger, Horatio, Jr., 1832-1899.",1898,1,eng,325.0
54795,The poacher's wife / by Eden Phillpotts.,"Phillpotts, Eden, 1862-1960.",1906,1,eng,
9287,The glimpses of the moon / by Edith Wharton.,"Wharton, Edith, 1862-1937",1922,1,eng,364.0
9703,Dombey und Sohn / von Boz (Dickens) ; Aus dem Englischen von Julius Seybt.,"Dickens, Charles, 1812-1870.",1848,1,ger,
32388,The new warden.,"Ritchie, David George, 1853-1903.",1918,0,eng,346.0
42054,Vanhan pastorin muistelmia.,"Gummerus, Kaarle Jaakko.",1898,0,fin,
72035,A bord de la Junon / par Gaston Lemay.,"Lemay, Gaston, 1842-",1879,0,fre,363.0
53004,Studies on Homer and the Homeric age / by W.E. Gladstone.,"Gladstone, W. E. 1809-1898.",1858,0,eng,
28801,"Relativity,","Davis, Malcolm Purdy.",1944,0,eng,1.0
626,"The love of books, by Luther A. Brewer, with a reprint of Leigh Hunt's essay on ""My books"".","Brewer, Luther Albertus, 1858-1933.",1923,0,eng,38.0
28734,The Antichrist.,"Renan, Ernest, 1823-1892.",1903,0,eng,322.0
12703,The little match girl / Hans Christian Andersen ; retold by Christine San José ; illustrated by Anastassija Archipowa.,"San José, Christine.",1994,0,eng,
10254,"The birth and babyhood of the telephone / by Thomas A. Watson...(An address delivered before the Third Annual Convention of the Telephone Pioneers of America at Chicago, October 17, 1913)","Watson, Thomas Augustus, 1854-1934.",1937,0,eng,
39579,Descripción colonial / por Reginaldo de Lizárraga.,"Lizárraga, Reginaldo de, ca. 1545-1615.",1928,0,spa,
9934,"A primer of quaternions, by Arthur S. Hathaway ...","Hathaway, Arthur S. 1855-",1896,0,eng,113.0
21169,The Lost Princess of OZ / by L. Frank Baum ; illustrated by John R. Neill.,"Baum, L. Frank 1856-1919.",1918,1,eng,312.0
39550,The Hotel St. Francis cook book; by Victor Hirtzler.,"Hirtzler, Victor, approximately 1875-1935.",1919,0,eng,
7227,Mornings in Florence; being simple studies of Christian art for English travellers / by John Ruskin.,"Ruskin, John, 1819-1900.",1885,0,eng,
51969,According to Plato / by F. Frankfort Moore.,"Moore, Frank Frankfort, 1855-1931.",1901,0,eng,
9041,What is man? and other essays / by Mark Twain.,"Twain, Mark, 1835-1910.",1917,0,eng,375.0
6065,The perils of Pauline : a motion picture novel / by Charles Goddard.,"Goddard, Charles, 1879-1951.",1915,1,eng,316.0
9017,A double barrelled detective story / by Mark Twain ; illustrated by Lucius Hitchcock.,"Twain, Mark, 1835-1910.",1902,1,eng,179.0
19840,Euthyphron : Exhortation aux Grecs à l'usage des classes supérieures / Platon ; [S. Justin] ; par E. J. Sterpin ; E. J. Conrotte.,Plato,1902,0,fre,
74535,All in the same boat / text and illustrations by James Montgomery Flagg.,"Flagg, James Montgomery, 1877-1960.",1908,0,eng,105.0
9280,The house of mirth / by Edith Wharton ; with illustrations by A. B. Wenzell.,"Wharton, Edith, 1862-1937.",1905,1,eng,
9551,The adventures of Sherlock Holmes : the 48% solution / by Michael Carter,"Carter, Michael, 1950-",1988,0,eng,6.0
74515,Der Abenteurer; das kurze wilde Leben des Jack London. Fotografiert von Robert Lebeck.,"Troller, Georg Stefan, 1921-",1968,0,ger,
9451,The woodlanders : a novel / by Thomas Hardy.,"Hardy, Thomas, 1840-1928.",1906,0,eng,364.0
9558,The sign of four.,"Doyle, Arthur Conan, 1859-1930.",1908,0,eng,285.0
22978,The essays of Bacon.,"Bacon, Francis, 1561-1626.",1907,0,eng,323.0
21144,"Las fábulas de Esopo, tr. directamente del griego, y de las versiones latinas de Fedro, Aviano, Aulo Gellio, etc., precedidas de un ensayo histórico-critico sobre la fábula, y de noticias biográficas de los autores citados, por Eduardo de Mier.",Aesop.,1871,0,spa,
21144,"Fabulas de Esopo, com applicações moraes a cada fabula.",Aesop.,1848,0,por,
32625,"A treatise on probability, by John Maynard Keynes ...","Keynes, John Maynard, 1883-1946.",1943,0,eng,466.0
54742,Morriña : historia amorosa / Emilia Parda Bazán ; ilustración de Gabrinety.,"Pardo Bazán, Emilia, condesa de, 1852-1921.",1889,1,spa,293.0
42096,The king of mountains / translated from the French of Edmond About ; with a critical introduction by Andrew Lang.,"About, Edmond, 1828-1885.",1902,1,eng,317.0
20682,"Northanger Abbey [with her ""Persuasion"".]","Austen, Jane, 1775-1817.",1887,0,eng,
10855,"Is Mars habitable? A critical examination of Professor Percival Lowell's book ""Mars and its canals,"" with an alternative explanation, by Alfred Russel Wallace ...","Wallace, Alfred Russel, 1823-1913.",1907,0,eng,110.0
9930,"Groups of order pm which contain cyclic subgroups of order pm-3,","Neikirk, Lewis Irving.",1905,0,eng,65.0
28918,"From the earth to the moon, and Round the moon.","Verne, Jules, 1828-1905",1889,0,eng,158.0
26302,The theory of social revolutions / by Brooks Adams.,"Adams, Brooks, 1848-1927.",1992,0,eng,240.0
42849,Storia della guerra dell' independenza degli Stati Uniti d'America Scritta da Carlo Botta...,"Botta, Carlo, 1766-1837.",1850,0,ita,
74566,La nave de los locos / Lucas Di Noto.,"Noto, Lucas di.",1988,1,spa,267.0
71733,Origenes de la novela : Introducción.  Tratado histórico sobre la primitiva novela española / por M. Menéndez y Pelayo de la Real Academia Espanola segunda tirada,"Menéndez y Pelayo, Marcelino, 1856-1912",1925,0,spa,
8989,"The survivors of the Chancellor : diary of J.R. Kazallon, passenger.","Verne, Jules, 1828-1905.",1875,0,eng,
55351,The three sisters : exploring an Iroquois garden / Marcia Eames-Sheavly.,"Eames-Sheavly, Marcia.",1993,0,eng,20.0
9291,The reef : a novel / by Edith Wharton.,"Wharton, Edith, 1862-1937.",1913,1,eng,367.0
6951,"Journal of researches into the natural history and geology of the countries visited during the voyage round the world of H. M. S. 'Beagle' under the command of Captain Fitz Roy, R. N., by Charles Darwin ...","Darwin, Charles, 1809-1882.",1890,0,eng,551.0
22447,Some poems of Gerard Manley Hopkins.,"Hopkins, Gerard Manley, 1844-1889.",1945,0,eng,32.0
37554,The Bobbsey twins at Cedar Camp / by Laura Lee Hope.,"Hope, Laura Lee.",1921,1,eng,246.0
45840,Historias de reis e principes.,"Pimentel, Alberto, 1849-1925.",1890,0,por,
54346,Queens of the Renaissance / by M. Beresford Ryley.,"Ryley, M. Beresford.",1982,0,eng,
52011,"Madame de Chevreuse. Nouvelles études sur les femmes illustres et la société du XVIIe siècle, par Victor Cousin.","Cousin, Victor, 1792-1867.",1868,0,fre,2.0
23084,Lady Audley's secret. 1,"Braddon, M. E. 1837-1915.",1862,1,eng,
6460,"Problems in American democracy,","Williamson, Thames, 1894-1961",1925,0,eng,586.0
1051,Sartor reartus : the life and opinions of Her Teufelsdrockh : in three books.,"Carlyle, Thomas, 1795-1881.",1840,0,eng,305.0
26201,"The story of Doctor Dolittle : being the history of his peculiar life at home and astonishing adventures in foreign parts, never before printed / illustrated by the author.","Lofting, Hugh, 1886-1947.",1932,1,eng,223.0
57100,The clue of the gold coin.,"Wells, Helen, 1910-",1958,0,eng,183.0
9686,"The adventures of Robinson Crusoe, by Daniel De Foe. With memoir of the author. Illustrated by separate plates on tinted paper, and numerous woodcuts inserted in the text, designed by T.H. Nicholson, and engraved by C.W. Sheeres.'","Defoe, Daniel, 1661?-1731.",1879,0,eng,384.0
31125,"The life and work of Susan B. Anthony; including public addresses, her own letters and many from her contemporaries during fifty years,","Harper, Ida Husted, 1851-1931.",1908,0,eng,
20596,The ballad of Reading gaol & other poems.,"Wilde, Oscar, 1854-1900.",1950,0,eng,
74479,Because of conscience : being a novel relating to the adventures of certain Huguenots in old New York / by Amy E. Blanchard ... with frontispiece by E.B. Kennedy.,"Blanchard, Amy Ella, 1856-1926.",1901,0,eng,
8625,The sign of four.,"Doyle, Arthur Conan, 1859-1930.",1908,0,eng,285.0
72008,"Illustrations of political economy, in nine volumes / by Harriet Martineau.","Martineau, Harriet, 1802-1876.",1834,0,eng,25.0
32571,Hans Andersen's fairy tales.,"Andersen, H. C. 1805-1875.",1886,0,eng,
73316,"The justice of Gideon, by Eleanor Gates ...","Gates, Eleanor, 1875-1951.",1910,1,eng,
68044,The wanderings of an elephant hunter.,"Bell, Walter Dalrymple Maitland, 1880-1951.",1960,0,eng,
9516,"The works of Edgar Allan Poe, in eight volumes with twenty-four photogravures ...","Poe, Edgar Allan, 1809-1849",1895,0,eng,
30212,"The great cattle trial, by Edward S. Ellis.","Ellis, Edward Sylvester, 1840-1916.",1894,1,eng,313.0
9743,"Sketches of young couples, young ladies, young gentlemen / by Quiz [i.e. E. Caswall] ; illustrated by Phiz [i.e. H. K. Browne]","Dickens, Charles, 1812-1870.",1869,1,eng,238.0
6556,The jungle / by Upton Sinclair.,"Sinclair, Upton, 1878-1968.",1906,1,eng,413.0
66861,"The new Larned History for ready reference, reading and research; the actual words of the world's best historians, biographers and specialists: a complete system of history for all uses, extending to all countries and subjects and representing the better and newer literature of history; the work of J.N. Larned.","Larned, J. N. 1836-1913.",1924,0,eng,
9534,The tremendous adventures of Major Gahagan etc. etc.,"Thackeray, William Makepeace, 1811-1863.",1887,0,eng,
24155,Lady Bountiful; a story of years. A play in four acts.,"Pinero, Arthur Wing, Sir, 1855-1934.",1901,0,eng,
9513,"The works of Edgar Allan Poe, in eight volumes with twenty-four photogravures ...","Poe, Edgar Allan, 1809-1849",1895,0,eng,
32363,"Ten boys from history, by Kate Dickinson Sweetser ... illustrated by George Alfred Williams.","Sweetser, Kate Dickinson, d. 1939.",1910,0,eng,210.0
28794,Moby Dick; a play for radio from Herman Melville's novel.,"Reed, Henry, 1914-1986",1947,0,eng,96.0
28449,"The motor boat club on the Great Lakes; or, The ""Flying Dutchman"" of the big fresh water, by H. Irving Hancock.","Hancock, H. Irving 1868-1922.",1912,1,eng,
57060,"London labour and the London poor : the condition and earnings of those that will work, cannot work, and will not work / by Henry Mayhew.","Mayhew, Henry, 1812-1887.",1864,0,eng,
32857,"The theory of the relativity of motion, by Richard C. Tolman.","Tolman, Richard C.",1917,0,eng,242.0
3040,"The boss and the machine; a chronicle of the politicians and the party organization, by Samuel P. Orth.","Orth, Samuel Peter, 1873-1922.",1920,0,eng,203.0
64253,Only an ensign : a tale of the retreat from Cabul / by James Grant.,"Grant, James, 1822-1887.",1871,1,eng,
19572,Absolute surrender and other addresses.,"Murray, Andrew, 1828-1917.",1897,0,eng,126.0
42849,Storia della guerra dell'indipendenza degli Stati Uniti d'America.,"Botta, Carlo, 1766-1837.",1859,0,ita,
26273,"The story girl, by L.M. Montgomery ... with frontispiece and cover in colour by George Gibbs ...","Montgomery, L. M. 1874-1942.",1911,1,eng,3.0
9274,Journal to Stella.,"Swift, Jonathan, 1667-1745.",1948,0,eng,445.0
26222,"Of the imitation of Christ, by Thomas à Kempis.",,1940,0,eng,227.0
60551,"Comédie humaine, ed. by George Saintsbury.","Balzac, Honoré de, 1799-1850.",1898,0,eng,
33202,Einführung in die Hauptgesetze der zeichnerischen Darstellungsmethoden.,"Schoenflies, A. 1853-1928.",1908,0,ger,
74534,"A companion to Mr. Wells's ""Outline of history"" / by Hilaire Belloc.","Belloc, Hilaire, 1870-1953.",1926,0,eng,119.0
40499,"Abridgment of the Debates of Congress, from 1789 to 1856. From Gales and Seatons' Annals of Congress; from their Register of debates; and from the official reported debates, by John C. Rives. By the author of the Thirty years' view [Thomas Hart Benton] ...",United States. Congress.,1860,0,eng,
30005,Zur Geschichte der Theorie der elliptischen Transcendenten in den Jahren 1826-29 / von Leo Koenigsberger.,"Koenigsberger, Leo, 1837-1921.",1879,0,ger,104.0
12449,"A reputed changeling; or, Three seventh years two centuries ago.","Yonge, Charlotte M. 1823-1901.",1890,0,eng,
9514,The works of Edgar Allen Poe.,"Poe, Edgar Allan, 1809-1849",1910,1,eng,
67438,"A United States midshipman in China / Lt. Com. Yates Stirling, Jr. ... illustrated by Ralph L. Boyer.","Stirling, Yates, 1872-",1909,1,eng,356.0
9513,The poems of Edgar Allan Poe / illustrated and decorated by W. Heath Robinson,"Poe, Edgar Allan, 1809-1849",1970,0,eng,225.0
18159,Mémoires pour servir à l'histoire de mon temps.,"Guizot, François, 1787-1874",1971,0,fre,653.0
20029,"Fabulas de Esopo, com applicações moraes a cada fabula.",Aesop.,1848,0,por,
51405,La bêtise humaine : Eusèbe Martin / par Jules Noriac.,"Noriac, Jules, 1827-1882.",1870,1,fre,283.0
32060,The confessions of Con Cregan / 28 etchings and other ill. by Phiz.,"Lever, Charles James, 1806-1872.",1898,1,eng,
12702,"The tale of Peter Rabbitt, by Beatrix Potter, illustrations by Virginia Albert.","Potter, Beatrix, 1866-1943.",1916,1,eng,
71046,"Modern English biography, containing many thousand concise memoirs of persons who have died since the year 1850, with an index of the most interesting matter. Truro, Netherton and Worth, For the author. 1892-1921.","Boase, Frederic, 1843-1915.",1960,0,eng,
13621,"The works of Jonathan Swift, containing additional letters, tracts, and poems not hitherto published; with notes and a life of the author by Sir Walter Scott.","Swift, Jonathan, 1667-1745.",1883,0,eng,
8980,"Robur the Conqueror : and Master of the world / Introd. by Major Alexander P. De Seversky, internationally known aeronautical expert","Verne, Jules, 1828-1905",1951,0,eng,261.0
48949,The bird hospital.,"Bascom, Caroline Crowninshield.",1931,0,eng,
57869,L'orlando inamorato.,"Boiardo, Matteo Maria, 1440 or 41-1494.",1840,0,ita,
48746,"Encyclopedia of Diet, a treatise on the food question ...","Christian, Eugene, 1860-1930.",1917,0,eng,
5551,In the fire of the forge : a romance of old Nuremberg / tr. from the German by Mary J. Safford ...,"Ebers, Georg, 1837-1898.",1895,0,eng,
19795,Die schwarze Galeere : eine Erzählung / von Wilhelm Raabe.,"Raabe, Wilhelm Karl, 1831-1910",1902,1,ger,80.0
30574,Shadow mountain / by Harriet Segal.,"Segal, Harriet.",1990,0,eng,463.0
21479,"The South Sea Whaler; a story of the loss of the ""Champion"", and the adventures of her crew.","Kingston, William Henry Giles, 1814-1880.",1875,0,eng,
26201,"The story of Doctor Doolittle, being the history of his peculiar life at home and astonishing adventures in foreign parts.","Lofting, Hugh, 1886-1947.",1924,0,eng,180.0
28844,"The souls of the black folk: essays and sketches,","Du Bois, W. E. B. 1868-1963.",1929,0,eng,264.0
35975,The new book of etiquette / by Lilian Eichler ; illustrations by George Westcott.,"Watson, Lillian Eichler, 1902-",1925,0,eng,
11593,"The purchase price; or, The cause of compromise, by Emerson Hough ... with illustrations by M. Leone Bracker and Edmund Frederick.","Hough, Emerson, 1857-1923.",1910,1,eng,5.0
61114,Westy Martin in the Yellowstone / by Percy Keese Fitzhugh.,"Fitzhugh, Percy Keese, 1876-1950.",1924,1,eng,229.0
56200,"Queen Anna's new world of words, 1611. -.","Florio, John, 1553?-1625.",1968,0,eng,
26245,The history of the peloponesian war / by Thucydides ; ill. ...by Thomas Arnold.,Thucydides.,1842,1,mul,
28733,The adventures of Sherlock Holmes : the 48% solution / by Michael Carter,"Carter, Michael, 1950-",1988,0,eng,6.0
26462,"The foolish dictionary : an exhausting work of reference to un-certain English words, their origin, meaning, legitimate and illegitimate use, confused by a few pictures / by Wallace Goldsmith ; executed by Gideon Wurdz.","Wurdz, Gideon, 1875-",1904,0,eng,
69914,An elementary treatise on electricity / by James Clerk Maxwell ; edited by William Garnett.,"Maxwell, James Clerk, 1831-1879.",1888,0,eng,208.0
20051,"Märchen der gebrüder Grimm, with notes, exercises, and vocabulary by Geroge E. Merkley ...","Grimm, Jacob, 1785-1863.",1903,0,ger,
44746,Household stories from the land of Hofer : or popular myths of Tirol ...,"Busk, Rachel Harriette, 1831-1907.",1871,0,eng,420.0
6547,The conquest of Canaan / a novel by Booth Tarkington ... illustrations by Lucius W. Hitchcock.,"Tarkington, Booth, 1869-1946.",1905,0,eng,288.0
22954,Love & freindship : and other early works / by Jane Austen ; with a preface by G. K. Chesterton.,"Austen, Jane, 1775-1817.",1929,1,eng,140.0
9692,A message from the sea : The extra Christmas number of All the year round / conducted by Charles Dickens ; containing the amount of two ordinary numbers.,"Dickens, Charles, 1812-1870.",1860,1,eng,48.0
9339,A personal record / by Joseph Conrad.,"Conrad, Joseph, 1857-1924",1917,0,eng,
3136,"The complete writings of Charles Dudley Warner, ed. by Thomas R. Lounsbury.","Warner, Charles Dudley, 1829-1900.",1904,0,eng,
73464,Sailing ships.,"Wallace, George.",1972,0,eng,92.0
8748,"A princess of Mars, by Edgar Rice Burroughs, illustrated by Frank E. Schoonover.","Burroughs, Edgar Rice, 1875-1950.",1917,0,eng,
39419,Eredeti népmesék. 2 részek.,"Merényi, László.",1861,0,hun,
20596,The ballad of Reading Gaol. by C. 3. 3.,"Wilde, Oscar, 1854-1900.",1903,0,eng,
9553,The return of Sherlock Holmes / by A. Conan Doyle ; illustrated.,"Doyle, Arthur Conan, Sir, 1859-1930.",1905,1,eng,381.0
9730,The Pickwick papers / Charles Dickens ; illustrated from drawings by F.O.C. Darley and John Gilbert.,"Dickens, Charles, 1812-1870.",1870,0,eng,
28799,The spinster book.,"Reed, Myrtle, 1874-1911.",1903,0,eng,
8755,Tarzan and the jewels of Opar / by Edgar Rice Burroughs.,"Burroughs, Edgar Rice, 1875-1950.",1918,1,eng,
27587,"A victor of Salamis : a tale of the days of Xerxes, Leonidas and Themistocles.","Davis, William Stearns, 1877-1930.",1912,0,eng,
5418,"The home acre, by Edward P. Roe ...","Roe, Edward Payson, 1838-1888.",1889,0,eng,252.0
64131,Under the Turk in Constantinople.,"Abbott, G. F.",1920,0,eng,
68905,A brasileira de prazins : cenas do minho / Camilo Castelo Branco ; preâmbulo de Benjamin Salgado ; ilustrações de Rui Palma Carlos.,"Castelo Branco, Camilo, 1825-1890.",1975,1,por,
46742,"The rivers & streams of England, painted by Sutton Palmer, described by A. G. Bradley.","Bradley, A. G. 1850-1943.",1909,0,eng,287.0
9740,Tom Tiddler's ground : a Christmas budget / by Charles Dickens and others.,"Dickens, Charles, 1812-1870.",1861,1,eng,48.0
26300,"Peter the Great, written by Georges Oudard in French under the title of Pierre le Grand, translated by F.M. Atkinson.","Oudard, Georges, 1889-1971",1929,0,eng,384.0
12705,King Grisly-Beard : [a tale from the brothers Grimm] / translated by Edgar Taylor ; pictures by Maurice Sendak.,"Grimm, Jacob, 1785-1863.",1973,1,eng,
68086,La biche écrasée.,"Mille, Pierre, 1864-1941.",1910,0,fre,
22348,Alexander's bridge / by Willa Sibert Cather.,"Cather, Willa, 1873-1947.",1997,1,eng,107.0
26304,"The stolen white elephant, etc. / by Mark Twain [i.e. S. L. Clemens]","Twain, Mark, 1835-1910",1891,1,eng,306.0
23710,"Little Lord Fauntleroy, by Frances Hodgson Burnett, newly illustrated by Reginald Birch.","Burnett, Frances Hodgson, 1849-1924.",1913,0,eng,246.0
24688,"The making of a girls trade school, being the organization, work, problems, and equipment of the Manhattan Trade School for Girls, New York City, by Mary Schenck Woolman ...","Woolman, Mary Schenck, 1860-1926?",1909,0,eng,1.0
22447,The poems of Gerard Manley Hopkins.,"Hopkins, Gerard Manley, 1844-1889.",1970,0,eng,362.0
9028,"The mysterious stranger ; or, the adventures of Henry More Smith / being a copy of the original and republished by George W. Miller, Southampton, York County, New Brunswick.","Bates, Walter, 1760-1842.",1855,0,eng,109.0
8637,Through the magic door / by Arthur Conan Doyle.,"Doyle, Arthur Conan, 1859-1930.",1907,0,eng,16.0
70622,The stainless steel rat : a science-fiction novel / by Harry Harrison.,"Harrison, Harry, 1925-",1961,1,eng,158.0
9536,The Newcomes. memoirs of a most respectable family / edited by Arthur Pendennis.,"Thackeray, William Makepeace, 1811-1863.",1883,0,eng,820.0
9735,Somebody's luggage / by Charles Dickens and others.,"Dickens, Charles, 1812-1870.",1898,1,eng,220.0
70757,The earl's promise : a novel / by Mrs. Riddell.,"Riddell, J. H., Mrs., 1832-1906.",1889,1,eng,399.0
9270,"The battle of the books, and other short pieces / by Jonathan Swift.","Swift, Jonathan, 1667-1745.",1886,0,eng,192.0
45868,"Buffon's natural history of man, the globe, and of quadrupeds, with additions from Cuvier, Lacepede, and other eminent naturalists.","Buffon, Georges Louis Leclerc, comte de, 1707-1788.",1889,0,eng,
36670,The first steps in algebra.,"Wentworth, G. A. 1835-1906.",1906,0,eng,
56330,"Handbuck der chemischen Technologie : zum Gebrauche bei Vorlesungen an Universitäten, technischen Hoch- und Mittelschulen, sowie zum Selbstunterrichte für Chemiker, Techniker, Apotheker, Verwaltungsbeamte und Gerichtsärzte / von Rudolf Wagner.","Wagner, Johannes Rudolf, 1822-1880.",1871,0,ger,839.0
8808,"Narrative of Captain James Cook's voyages round the world with an account of his life during the previous and intervening periods : also, an appendix detailing the progress of the voyage after the death of Captain Cook.","Kippis, Andrew, 1725-1795",1800,0,eng,
6892,Mitteilungen aus den Memoiren des Satan. [Hrsg. von I.M. Lange.,"Hauff, Wilhelm, 1802-1827.",1956,0,ger,387.0
8987,Michael Strogoff : courier of the czar / by Jules Verne.,"Verne, Jules, 1828-1905.",1959,1,eng,192.0
31118,"The long day; the story of a New York working girl, as told by herself.","Richardson, Dorothy, 1882-",1911,0,eng,303.0
31061,A history of mathematics / by Florian Cajori.,"Cajori, Florian, 1859-1930.",1926,0,eng,516.0
38079,Orders of infinity : the 'infinitärcalcül' of Paul Du Bois-Reymond / by G. H. Hardy.,"Hardy, G. H. 1877-1947.",1971,0,eng,
28806,"The story of the middle ages, by Samuel Bannister Harding ...","Harding, Samuel Bannister, 1866-1927.",1901,0,eng,
74539,Maalaisia neuvomassa; kolminäytöksinen komedia.,"Kataja, Väinö, 1867-1914.",1908,0,fin,
56961,The red house on Rowan Street / by Roman Doubleday ... ; with illustrations by William Kirkpatrick.,"Long, Lily A. 1862-1927.",1910,1,eng,2.0
64450,Engelsch woordenboek. Deel II.,"Bruggencate, K. ten 1849-",1918,0,dut,
9420,Hand of Ethelberta : a comedy in chapters by Thomas Hardy.,"Hardy, Thomas, 1840-1928.",1912,1,eng,459.0
22947,"Peace on earth, good will toward men : Christmas, nineteen twenty-one / The Lincoln School of Teachers College, New York City.",Columbia University. Teachers College. Lincoln School.,1921,0,eng,
20035,Fishing with a worm.,"Perry, Bliss, 1860-1954.",1916,0,eng,
22348,Alexander's bridges / by Willa Sibert Cather.,"Cather, Willa, 1873-1947.",1912,1,eng,182.0
8758,Jungle tales of Tarzan / illustrated by J. Allen St. John.,"Burroughs, Edgar Rice, 1875-1950.",1919,1,eng,319.0
28909,The philosophy of style / Herbert Spencer ; together with an essay on style by T.H. Wright ; with introduction and notes by Fred N. Scott.,"Spencer, Herbert, 1820-1903.",1917,0,eng,
26463,"The garden party, and other stories, by Katherine Mansfield ...","Mansfield, Katherine, 1888-1923.",1922,1,eng,276.0
9356,'Twixt land and sea tales.,"Conrad, Joseph, 1857-1924.",1923,0,eng,238.0
15904,"The Rover boys on the river; or, The search for the missing houseboat, by Arthur M. Winfield (Edward Stratemeyer).","Stratemeyer, Edward, 1862-1930.",1905,0,eng,3.0
20050,"Märchenschatz der Brüder Grimm / mit vielen bunten Bildern aus den ""Münchener Bilderbogen;"" gesammelt und herausgegeben von René Rilz.","Grimm, Jacob, 1785-1863.",1978,1,ger,128.0
9515,"The works of Edgar Allan Poe, in eight volumes with twenty-four photogravures ...","Poe, Edgar Allan, 1809-1849",1895,0,eng,
23712,Tarzan of the apes / Edgar Rice Burroughs.,"Burroughs, Edgar Rice, 1875-1950.",1914,1,eng,
45666,Little Peter : a Christmas morality for children of any age / by Lucas Malet.,"Malet, Lucas, 1852-1931.",1909,1,eng,175.0
9357,Typhon; traduit de l'anglais par André Gide.,"Conrad, Joseph, 1857-1924.",1923,0,fre,212.0
21523,The king in yellow / by Robert W. Chambers.,"Chambers, Robert W. 1865-1933.",1895,1,eng,316.0
13025,La marquise.,"Sand, George, 1804-1876.",1888,0,fre,93.0
57262,Diane de Lancy ; Les prétendus de la meunière.,"Ponson du Terrail, 1829-1871.",1868,0,fre,288.0
9734,"Sketches of young gentlemen : dedicated to the young ladies / with six illustrations by ""Phiz.""","Dickens, Charles, 1812-1870.",1838,0,eng,
43160,AN ARTIST'S LETTERS FROM JAPAN.,"La Farge, John, 1835-1910.",1898,0,und,
900,The history of the decline & fall of the Roman empire / by Edward Gibbon.,"Gibbon, Edward, 1737-1794.",1906,0,eng,
9029,"Mark Twain's Sketches, new and old.","Twain, Mark, 1835-1910.",1887,0,eng,3.0
8977,The wheels of chance : a bicycling idyll / by H. G. Wells ... with illustrations by J. Ayton Symington.,"Wells, H. G. 1866-1946.",1897,0,eng,
69824,"The works of Richard Hurd, Lord Bishop of Worcester. London, Printed for T. Cadell and W. Davies, Strand, 1811.","Hurd, Richard, 1720-1808.",1967,0,eng,
6552,"His own people, by Leon W. Rogers.","Rogers, Leon W., 1883-",1929,0,eng,
27672,Punicorum libri septemdecim / Caius Silius Italius ; ad optimas editiones collati cum varietate lectionum perpetuis commentariis praefationibus argumentis et indicibus curante N. E. Lemaire.,"Silius Italicus, Tiberius Catius",1823,0,lat,
20593,Anne of Green gables / L. M. Montgomery.,"Montgomery, L. M. 1874-1942.",1976,1,eng,309.0
35785,"The hills of refuge, a novel, by Will N. Harben.","Harben, Will N. 1858-1919.",1918,1,eng,
6553,"Two Wessex tales, by Thomas Hardy; with a foreword by Conrad Aiken.","Hardy, Thomas, 1840-1928.",1919,1,eng,78.0
26586,"Studies in pessimism ; a series of essays, by Arthur Schopenhauer ... selected and tr., with a preface by T. Bailey Saunders.","Schopenhauer, Arthur, 1788-1860.",1903,0,eng,142.0
9348,Some reminiscences.,"Rossetti, William Michael, 1829-1919.",1906,0,eng,
22983,Molly Make-Believe / by Eleanor Hallowell Abbott; with illustrations by Walter Tittle.,"Abbott, Eleanor Hallowell, 1872-",1915,0,eng,211.0
20048,"From October to Brest-Litovsk,","Trotsky, Leon, 1879-1940.",1919,0,eng,100.0
73302,"Principles and practice of agricultural analysis; a manual for the study of soils, fertilizers, and agricultural products; for the use of analysists, teachers, and students of agricultural chemistry. By Harvey W. Wiley ...","Wiley, Harvey Washington, 1844-1930.",1906,0,eng,
